episode_number,season,title,subtitle,description,author,publication_date,duration_minutes,audio_url,audio_file_size,audio_type,episode_url,keywords,guid
,1,Why $20 Million a Year Is Still Considered 'SMALL' in Federal Construction – The Surprising Truth,"In today'e episode, we discuss the identification of indefinite delivery, indefinite quantity (IDIQ) numbers used in government contracts. Want to know how IDIQ numbers are developed? Most agencies use contract writing systems that generate the...","In today'e episode, we discuss the identification of indefinite delivery, indefinite quantity (IDIQ) numbers used in government contracts. Want to know how IDIQ numbers are developed? Most agencies use contract writing systems that generate the number, which typically includes the year, the department within the agency, and a random number for the IDIQ. Task orders are then issued against the IDIQ, with the next number in sequence indicating each order. It's important to do market research on previous contracts and how to find past IDIQs. You can use Fair Biz Ops, a government website where agencies must post requirements for contracts over a certain threshold, to search for opportunities by agency or keyword. Tune in to this episode now to learn more!",Eric Coffie,2024-11-15,10,https://traffic.libsyn.com/secure/govcongiants/EP25_-_New_Intro_Ad.mp3?dest-id=1224122,13713984,audio/mpeg,https://govcongiants.libsyn.com/why-20-million-a-year-is-still-considered-small-in-federal-construction-the-surprising-truth,,ce0528f1-b1d9-4ed7-84c5-2ca3863201c0
,1,Survive or Thrive? The Supply Chain Secrets They Don’t Want You to Know!,"In this episode of the GovCon Giants podcast, we welcome Thomas Beil, a seasoned supply chain expert with a rich background in digital transformation at industry leaders like Honeywell and Whirlpool. Now the founder of Perfect Planner, a cutting-edge...","In this episode of the GovCon Giants podcast, we welcome Thomas Beil, a seasoned supply chain expert with a rich background in digital transformation at industry leaders like Honeywell and Whirlpool. Now the founder of Perfect Planner, a cutting-edge supply chain tech firm, Thomas dives deep into the critical pillars of supply chain success: velocity, visibility, and variability. He reveals how mastering these elements can protect businesses from disruptions and boost resilience, especially in today’s unpredictable market. With actionable insights and real-world examples, Thomas equips listeners with strategies that can elevate their supply chain operations. Don't miss this chance to learn from a true industry innovator.",Eric Coffie,2024-11-14,18,https://traffic.libsyn.com/secure/govcongiants/11_-_Thomas__Randie_-_New_Intro_Ad.mp3?dest-id=1224122,25319232,audio/mpeg,https://govcongiants.libsyn.com/survive-or-thrive-the-supply-chain-secrets-they-dont-want-you-to-know,gcgsummit,410b2455-59ee-420a-ae79-ae0215642108
,1,Double Your Revenue: The Proven Strategy for Small Business Success,"In today's special episode of the GovCon Giants Podcast, Eric introduces listeners to John Cook, CEO of Strategic Growth Advisors, a prominent figure in the world of federal contracting. With over 20 years of experience in the D.C. area, John has...","In today's special episode of the GovCon Giants Podcast, Eric introduces listeners to John Cook, CEO of Strategic Growth Advisors, a prominent figure in the world of federal contracting. With over 20 years of experience in the D.C. area, John has developed a reputation for guiding small businesses to significant growth through proven strategies that double revenues and secure multimillion-dollar contracts. His insights come from a deep well of experience in both corporate and small business environments, making him a sought-after advisor in the industry. This episode is packed with invaluable insights for anyone looking to scale their business in the federal contracting arena. Don’t miss out on this game-changing conversation on the GovCon Giants Podcast.",Eric Coffie,2024-11-12,29,https://traffic.libsyn.com/secure/govcongiants/10_-_John_Cook_-_New_Intro_Ad.mp3?dest-id=1224122,41262336,audio/mpeg,https://govcongiants.libsyn.com/double-your-revenue-the-proven-strategy-for-small-business-success,gcgsummit,79d49249-c61a-48a0-af41-522e1245de01
,1,From Drop Shipping to $1M in Government Contracts in 8 Months,"In this special episode of the Govcon Giants Podcast, Eric sits down with Jalen Uboh, an inspiring government contractor whose journey epitomizes resilience and adaptability. Jalen shares his path from college hustles to entrepreneurial success,...","In this special episode of the Govcon Giants Podcast, Eric sits down with Jalen Uboh, an inspiring government contractor whose journey epitomizes resilience and adaptability. Jalen shares his path from college hustles to entrepreneurial success, offering insights into the challenges and triumphs of his career. Initially delving into the world of drop shipping, Jalen transitioned into the healthcare sector before finding his niche in federal contracting. Astonishingly, within just eight months, he grew his business to surpass a million dollars in gross revenue. This episode dives deep into how Jalen secured his first contract supplying defibrillators to the Department of Defense, as well as his recent ventures providing drones, AI solutions, and aerospace technology. His success extends beyond contracting—he also developed a single-family home community from 2020 to 2023. For anyone interested in breaking into government contracting or scaling a business in this space, Jalen’s story is filled with valuable lessons in creativity and determination. Tune in to hear how he made the leap from zero to success in the competitive world of federal contracting.",Eric Coffie,2024-11-11,38,https://traffic.libsyn.com/secure/govcongiants/9_-_Jalen_and_Eric_-_New_Inrro_Ad.mp3?dest-id=1224122,55408221,audio/mpeg,https://govcongiants.libsyn.com/from-drop-shipping-to-1m-in-government-contracts-in-8-months,,d9ef3132-c6c1-4543-ac14-38894f432736
,1,How I Built a $100M GovCon Empire with Just 5 Years of Sacrifice,"In this episode, uncover the keys to excelling in government contracting with guidance from an industry powerhouse, Travis Mack, generating over $100M in annual revenue. This exclusive interview delves into finding and winning government contracts,...","In this episode, uncover the keys to excelling in government contracting with guidance from an industry powerhouse, Travis Mack, generating over $100M in annual revenue. This exclusive interview delves into finding and winning government contracts, offering expert tips on navigating the federal marketplace and growing your business through mergers and acquisitions. Whether you're new to government contracting or aiming to scale, this discussion delivers actionable strategies on building winning proposals and fostering long-term relationships. Perfect for entrepreneurs eager to master the essentials of teaming, performance leverage, and exponential growth in the government contracting arena.",Eric Coffie,2024-11-09,26,https://traffic.libsyn.com/secure/govcongiants/How_I_built_-_New_Intro_Ad.mp3?dest-id=1224122,37648299,audio/mpeg,https://govcongiants.libsyn.com/how-i-built-a-100m-govcon-empire-with-just-5-years-of-sacrifice,,21211937-4cbf-4b44-81ab-365e63e49de1
,1,How Manish Gorawala Made the Inc 5000 Four Times in 8 Years (Even Without a Big Team!),"In this episode, Eric and Manish delve into the challenges of starting a business and share their personal experiences. Manish highlights the difficulty of acquiring new clients and breaking into larger companies and government agencies as one of the...","In this episode, Eric and Manish delve into the challenges of starting a business and share their personal experiences. Manish highlights the difficulty of acquiring new clients and breaking into larger companies and government agencies as one of the hardest obstacles they faced. However, through lessons learned and the implementation of technology and strategies, he was able to overcome these challenges. Their hard work and dedication has paid off, as they have been recognized on the Inc. 500/5000 list several times and have won awards for being one of the fastest growing companies in Philadelphia. Learn more about the inspiring journey of Manish in his business, listen now!",Eric Coffie,2024-11-03,9,https://traffic.libsyn.com/secure/govcongiants/EP9_-_New_Intro_Ad.mp3?dest-id=1224122,13421376,audio/mpeg,https://govcongiants.libsyn.com/how-manish-gorawala-made-the-inc-5000-four-times-in-8-years-even-without-a-big-team,,6e1cbacb-6c29-4c6a-831a-4fba21a8d9e3
,1,From Zero Experience to Prime Contractor: How She Won 4 Government Contracts at 27!,"In this special episode, we have Natalie Rosario, a 27-year-old entrepreneur who rapidly secured four government contracts with no prior experience and minimal capital. Inspired by a friend’s Instagram story, Natalie jumped into government...","In this special episode, we have Natalie Rosario, a 27-year-old entrepreneur who rapidly secured four government contracts with no prior experience and minimal capital. Inspired by a friend’s Instagram story, Natalie jumped into government contracting, quickly moving from her first bid on a single piece of paper to landing a five-year landscaping contract in Miami. She shares her journey of overcoming initial challenges, winning vendor trust, and learning as she went, all while underscoring the power of action and consistency. Natalie’s story proves that, with determination and a willingness to learn, anything is possible in government contracting. Whether you’re an aspiring entrepreneur or just need a boost of inspiration, her journey is a testament to overcoming limits and seizing new opportunities. Tune in for an episode that motivates you to start small, dream big, and dive into the world of government contracts!",Eric Coffie,2024-11-01,23,https://traffic.libsyn.com/secure/govcongiants/7_-_Natalie_-_New_Intro_Ad.mp3?dest-id=1224122,33258240,audio/mpeg,https://govcongiants.libsyn.com/breaking-barriers-in-government-contracting-natalie-rosarios-journey-to-prime-contractor-success,gcgsummit,e2b42b07-da7b-49b0-9f8a-02dd3143ba42
,1,Simplifying Federal Certifications: A Game-Changer for Small Businesses,"In this very special episode of the GovCon Giants podcast, we have Jackie Robinson Burnett, the Associate Administrator of Government Contracting at the SBA, a leader poised to revolutionize small business access to federal contracts. Jackie unveils a...","In this very special episode of the GovCon Giants podcast, we have Jackie Robinson Burnett, the Associate Administrator of Government Contracting at the SBA, a leader poised to revolutionize small business access to federal contracts. Jackie unveils a groundbreaking SBA platform that cuts certification approval times by up to 70%, offering small businesses a streamlined process to secure multiple certifications with one application. She dives into the inner workings of federal set-aside programs and shares essential strategies for getting noticed in the contracting world. This episode is packed with insights and reveals opportunities that could transform your approach to federal contracting. Plus, meet Jackie live at the upcoming Miami Federal Contracting Summit on November 14-15. Don’t miss this chance to learn from an industry insider ready to reshape the game for small businesses. Website: https://certifications.sba.gov/",Eric Coffie,2024-10-30,75,https://traffic.libsyn.com/secure/govcongiants/8_-_Jackie_-_New_Intro_Ad.mp3?dest-id=1224122,108068544,audio/mpeg,https://govcongiants.libsyn.com/simplifying-federal-certifications-a-game-changer-for-small-businesses,gcgsummit,e365a352-d489-4f07-be31-4fd1c3235592
,1,From $0 to $2M: A Single Mom's Journey To Government Contracting Success,"In today's special episode of the Govcon Giants podcast, we sit down with Maria Snider, a remarkable entrepreneur who shares her journey from immigrating from Guatemala to building a successful government contracting business. Maria, a single mother...","In today's special episode of the Govcon Giants podcast, we sit down with Maria Snider, a remarkable entrepreneur who shares her journey from immigrating from Guatemala to building a successful government contracting business. Maria, a single mother of three, started her business six years ago with no money and just her home vacuum cleaner. Within her first six months, she generated $250,000 in sales, reaching $1 million by the end of her first year, and now makes $2 million annually. She talks about her determination to break into the construction industry, adding demolition and temp labor to her offerings. Maria highlights the importance of networking, which led her to secure a recent $1 million contract. She also shares her involvement in organizations like the Hispanic Contractors Association and her dedication to helping other minority business owners. Throughout the conversation, Maria emphasizes resilience, the power of connections, and the value of stepping out of your comfort zone to achieve success.",Eric Coffie,2024-10-26,22,https://traffic.libsyn.com/secure/govcongiants/6_-_Maria_-_New_Intro_Ad.mp3?dest-id=1224122,31315968,audio/mpeg,https://govcongiants.libsyn.com/from-250k-in-6-months-to-2m-annually-marias-unbelievable-success-story,,54995fd9-93b6-4afd-8a95-a3c457f354c6
,1,From Jordans to Seven Figures: The Power of Networking in Federal Contracting,"In this special episode of Govcon Giants, we have Jade Simon, founder and CEO of SimCore Solutions. Jade shares her inspiring journey from being a computer programmer to securing a seven-figure government contract. She reveals how a chance meeting at...","In this special episode of Govcon Giants, we have Jade Simon, founder and CEO of SimCore Solutions. Jade shares her inspiring journey from being a computer programmer to securing a seven-figure government contract. She reveals how a chance meeting at an NCMA Sneaker Ball and a LinkedIn post led to a successful partnership in the tech space. Jade also discusses the challenges she’s faced as a minority woman in tech and government contracting, emphasizing perseverance and the importance of networking. Throughout the episode, Jade talks about her transition from working with the Department of Homeland Security to founding her own company. She reflects on how overcoming challenges as a minority woman in tech has been a journey, with mentorship playing a key role in her success. Jade also touches on the importance of modernizing government systems through automation and better technology to improve efficiency and save time. Join Jade and Eric as they explore the power of networking, resilience, and pushing through barriers in the government contracting space.",Eric Coffie,2024-10-25,24,https://traffic.libsyn.com/secure/govcongiants/5_-_Jade_-_New_Intro_Ad.mp3?dest-id=1224122,34009344,audio/mpeg,https://govcongiants.libsyn.com/you-wont-believe-how-one-linkedin-post-turned-into-a-1m-contract,gcgsummit,7db7b857-5b8f-47d5-9a4b-9e6ce6cd16f8
,1,No More Slow Payments: Transitioning from City Work to Federal Wins,"In this episode, Adrienne shares her entrepreneurial journey from starting Armed Property Maintenance in 2006 to becoming a licensed builder and landing a $135K federal contract with the FAA. She discusses the challenges of working in the Detroit real...","In this episode, Adrienne shares her entrepreneurial journey from starting Armed Property Maintenance in 2006 to becoming a licensed builder and landing a $135K federal contract with the FAA. She discusses the challenges of working in the Detroit real estate market, including property theft, and how she adapted by implementing clever strategies like avoiding copper installations and securing last-minute equipment installations. Adrienne also reflects on buying properties for as little as $3,500 during the 2008 downturn, revealing key lessons from her experience in property preservation, insurance repairs, and federal contracting.",Eric Coffie,2024-10-24,21,https://traffic.libsyn.com/secure/govcongiants/4_-_Adrienne_-_New_Intro_Ad.mp3?dest-id=1224122,29527488,audio/mpeg,https://govcongiants.libsyn.com/gcg-summit-episode-from-35k-houses-to-135k-contracts-the-money-making-blueprint-revealed,gcgsummitepisode,768739c0-4ef6-4177-a4ca-e610358ce835
,1,The Shocking Compliance Goals Driving Billions in Government Contracts!,"In today's episode, we have Brian Sanvidge, the principal leader of regulatory compliance and investigations who has assembled a team of 20 individuals who work for the government and for companies on compliance and investigations. They focus on...","In today's episode, we have Brian Sanvidge, the principal leader of regulatory compliance and investigations who has assembled a team of 20 individuals who work for the government and for companies on compliance and investigations. They focus on regulatory compliance, forensic accounting, and computer forensics. They also help large corporations meet government contract goals for minority, women, and small business participation in construction projects and public work. Brian and his team work for the government as an independent compliance officer to ensure the contracts are meeting their goals for minority, women, and small business participation. Learn more about regulatory compliance & applications with Brian and stay tuned for tomorrow's new episode.",Eric Coffie,2024-10-21,8,https://traffic.libsyn.com/secure/govcongiants/EP14_-_New_Intro_Ad.mp3?dest-id=1224122,12182400,audio/mpeg,https://govcongiants.libsyn.com/the-shocking-compliance-goals-driving-billions-in-government-contracts,,5b44eb51-3300-429f-8241-77c18f821b41
,1,Get Up to $100K in Business Funding as a Veteran Entrepreneur!,"In today's episode, we talk about the self-employment track offered by a rehabilitation program for individuals with disabilities. The program provides comprehensive training, supplies, and reimbursement for certifications or courses necessary for...","In today's episode, we talk about the self-employment track offered by a rehabilitation program for individuals with disabilities. The program provides comprehensive training, supplies, and reimbursement for certifications or courses necessary for starting a business. The first step is to go through an evaluation process at the rehabilitation program to determine skills and abilities. The accelerator program is highly recommended and helps determine if a business idea is feasible, sustainable, and quantifiable. Reimbursements are provided for hard and soft costs, including certification fees and specific equipment necessary for the business. The amount of reimbursement depends on the track, with track one receiving up to $1,000 and track two receiving up to $25,000. Speaker 3 asks about the feasibility study, which can be done through the accelerator program or with a mentor coach. Want to know more? Listen now to this episode and stay tuned for a new one tomorrow!",Eric Coffie,2024-10-20,11,https://traffic.libsyn.com/secure/govcongiants/EP6_-_New_Intro_Ad.mp3?dest-id=1224122,15971328,audio/mpeg,https://govcongiants.libsyn.com/the-daily-windup-governments-rehabilitation-program-for-individuals-with-disabilities,,0b8e5684-883e-4533-9d63-402dbb94f475
,1,Why 80% of Contractors Quit — And How to Be in the Winning 20%!,"In this episode, we talk about an important strategy for attracting government buyers in a business setting. The first step is to let the government know that your company exists, which can be done through partnerships and building a rapport with a...","In this episode, we talk about an important strategy for attracting government buyers in a business setting. The first step is to let the government know that your company exists, which can be done through partnerships and building a rapport with a specific sub-agency in your field of expertise. The strategy is a long-term game, as the government is looking for contractors that will be in it for the long haul. We suggests using a multipronged approach and building relationships with the sub-agency over time, which can lead to the government calling you first for future purchases. Again it's important to emphasize the importance of being persistent and following up, as this shows the government that you're serious about building a long-term relationship with them. The government will test your patience to see if you're serious about being a long-term contractor, and most people will self-filter themselves out by not following up or disappearing. Listen in to learn more and stay tuned for tomorrow's new episode.",Eric Coffie,2024-10-19,10,https://traffic.libsyn.com/secure/govcongiants/EP3_-_Updated_Intro.mp3?dest-id=1224122,13855972,audio/mpeg,https://govcongiants.libsyn.com/the-daily-windup-building-relationships-in-government-contracting,,6cef2a02-c510-4dfc-b8bc-7814015cb31a
,1,How a 100-Year Legacy Led to Government Contract Wins!,"In this episode, we talk about how a lot businesses have been affected by COVID-19. Talking about their experience, my guest today shared how their drivers who served the Boston area were affected, but listen up, their company was able to reassign...","In this episode, we talk about how a lot businesses have been affected by COVID-19. Talking about their experience, my guest today shared how their drivers who served the Boston area were affected, but listen up, their company was able to reassign them to fueling COVID testing sites with generators. This allowed them to keep their staff going and they even had to hire terminal workers to keep up with the work that was coming in. She also shared how buying a terminal which they didn't know much about it at the time, had a good infrastructure and ended up benefiting them. Now they plan to bring business back to the site by bringing in steel and then sourcing out oil and biodiesel. In this episode, you will learn the importance of bringing activity back to the site and finding good partners to source the products they needed. Hope you enjoyed this episode of The Daily Wind Up. See you tomorrow.",Eric Coffie,2024-10-15,11,https://traffic.libsyn.com/secure/govcongiants/EP5_-_Updated_Intro.mp3?dest-id=1224122,15780675,audio/mpeg,https://govcongiants.libsyn.com/the-daily-windup-how-can-you-turn-around-the-impact-of-covid-in-your-business,,19362d4d-7c85-4c8b-8e77-a035138b0dec
,1,50X Your Investment: How Tony Reaves Landed a $238K Contract By Levering Connections,"In this special episode of the Govcon Giants Podcast, we have Tony Reaves II, who shares his incredible success story after attending last year’s GovCon conference. Tony discusses how a conversation at the event led him to think about adding a...","In this special episode of the Govcon Giants Podcast, we have Tony Reaves II, who shares his incredible success story after attending last year’s GovCon conference. Tony discusses how a conversation at the event led him to think about adding a “plus one” to his business, which deals in tires, and how that insight resulted in winning a $238,000 contract. By networking and leveraging connections made at the conference, Tony expanded his offerings to include tire recycling and run flats, which helped him stand out in the competitive government contracting space. Tony emphasizes the importance of networking and attending events like the GovCon conference, explaining how one connection and a new idea helped him multiply his investment in the conference by 50 times. He also shares advice for future attendees, encouraging them to come prepared with clear goals, be subject matter experts in their field, and take advantage of networking opportunities. His experience showcases how a single conversation at a conference can lead to substantial business growth and success in government contracting. Register to the summit here: https://gcgsummit.com/",Eric Coffie,2024-10-14,31,https://traffic.libsyn.com/secure/govcongiants/3_-_Tony__Eric_.mp3?dest-id=1224122,44734464,audio/mpeg,https://govcongiants.libsyn.com/special-episode-50x-your-investment-how-tony-reaves-landed-a-238k-contract-by-levering-connections,,77d457db-8d2d-477f-ac0c-023849b08111
,1,From Zero to First Contract: Megan Sheckles Business Transformation Through Powerful Connections!,"In this special episode of the Govcon Giants Podcast, we sit down with Megan Sheckles to celebrate the one-year anniversary of her attending the 2023 Contracting Connections Summit. Megan shares her inspiring journey, from leaving corporate America...","In this special episode of the Govcon Giants Podcast, we sit down with Megan Sheckles to celebrate the one-year anniversary of her attending the 2023 Contracting Connections Summit. Megan shares her inspiring journey, from leaving corporate America and celebrating her 40th birthday in Aruba to attending the summit on a layover in Miami. She discusses how the event connected her with invaluable resources and people in the government contracting space, leading to major growth in her career over the past year, including securing her first contract and expanding her HR consulting business. Megan highlights the power of networking and how the event opened doors for her by connecting her with like-minded professionals from all over the country. Now, she’s back as part of the event management team for the upcoming 2024 summit and is excited to help make the experience even better for new attendees. She emphasizes how the conference is perfect for anyone, whether they are brand new to government contracting or seasoned professionals. Megan also shares her excitement about upcoming features of the 2024 event, including matchmaking sessions and networking opportunities, and encourages everyone to come prepared to make connections and grow their businesses. Register for the summit here: https://gcgsummit.com/",Eric Coffie,2024-10-13,22,https://traffic.libsyn.com/secure/govcongiants/1_-_Eric_and_MJ_.mp3?dest-id=1224122,31803840,audio/mpeg,https://govcongiants.libsyn.com/special-episode-from-zero-to-first-contract-megan-sheckles-business-transformation-through-powerful-connections,,b011b199-d913-44a7-9003-6df1ad0dd06f
